PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,crime_rate,school_quality
902106090,1428,139900,70,RM,58.0,6451,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1900,1970,Gable,CompShg,AsbShng,Wd Sdng,None,0.0,TA,TA,Stone,3,3,1,3,208.0,1,0.0,504.0,712.0,GasA,Gd,Y,SBrkr,848,580,0,1,0,1,0,4,1,TA,7,Typ,0,0,Detchd,1900,3,2,576.0,3,3,Y,264,0,84,0,0,0,0,0,None,0,5,2006,WD ,Normal,0,5
527161090,1714,180000,60,RL,0.0,8637,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,4,3,1,5,871.0,1,0.0,52.0,923.0,GasA,Gd,Y,SBrkr,947,767,0,1,0,2,1,3,1,TA,7,Typ,1,3,Attchd,1999,3,2,451.0,3,3,Y,256,48,0,0,0,0,0,0,None,0,4,2007,WD ,Abnorml,5,10
532353120,894,120750,20,RL,64.0,6285,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,4,3,1,2,138.0,3,351.0,405.0,894.0,GasA,TA,Y,SBrkr,894,0,0,1,0,1,0,2,1,TA,5,Typ,0,0,Detchd,1977,1,2,308.0,3,3,Y,192,0,0,0,0,0,0,0,None,0,3,2007,WD ,Normal,5,2
535453070,1246,154000,20,RL,75.0,7500,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,3,3,1,2,340.0,3,906.0,0.0,1246.0,GasA,Ex,Y,SBrkr,1246,0,0,1,0,1,1,3,1,Gd,6,Typ,0,0,Attchd,1959,2,2,305.0,3,3,Y,218,0,0,0,0,0,0,4,None,0,5,2010,WD ,Normal,1,5
534252110,1422,139900,20,RL,0.0,12342,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1978,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,3,3,1,1,0.0,1,0.0,978.0,978.0,GasA,TA,Y,SBrkr,1422,0,0,0,0,1,0,3,1,TA,6,Min1,1,3,Attchd,1960,2,2,286.0,3,3,Y,0,0,36,0,0,0,0,2,Shed,600,8,2007,WD ,Normal,1,5
535327230,1764,100000,20,RL,71.0,8838,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1957,1982,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,1764,0,0,0,0,2,1,4,1,TA,7,Maj2,1,3,Attchd,1957,3,2,301.0,3,3,Y,0,72,0,0,0,0,0,0,None,0,10,2008,WD ,Normal,1,5
905425125,2358,240000,50,RL,75.0,45600,Pave,0,IR2,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,1908,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,3,3,1,1,0.0,1,0.0,907.0,907.0,GasA,TA,Y,SBrkr,1307,1051,0,0,0,3,0,5,1,TA,10,Typ,1,4,Detchd,1908,1,2,360.0,2,3,Y,486,40,0,0,175,0,0,0,None,0,9,2008,WD ,Normal,0,4
908103280,1127,135000,20,RL,65.0,6500,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,6,1976,1976,Hip,CompShg,HdBoard,Plywood,BrkFace,84.0,TA,TA,CBlock,3,5,1,4,1033.0,1,0.0,94.0,1127.0,GasA,TA,Y,SBrkr,1127,0,0,0,1,1,1,3,1,TA,6,Typ,1,1,Detchd,1976,1,2,480.0,3,3,Y,0,0,138,0,0,0,0,0,None,0,5,2008,WD ,Normal,1,4
528221060,1484,174000,60,RL,149.0,12589,Pave,0,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,4,3,1,1,0.0,1,0.0,742.0,742.0,GasA,Ex,Y,SBrkr,742,742,0,0,0,2,1,3,1,Gd,8,Typ,1,4,Attchd,2005,3,2,390.0,3,3,Y,36,24,0,0,0,0,0,0,None,0,6,2009,WD ,Normal,5,10
921128020,2018,378500,20,RL,89.0,13214,Pave,0,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,Stucco,CmentBd,None,0.0,Ex,TA,PConc,5,3,3,1,0.0,1,0.0,2002.0,2002.0,GasA,Ex,Y,SBrkr,2018,0,0,0,0,2,0,3,1,Ex,10,Typ,1,4,Attchd,2008,3,2,746.0,3,3,Y,144,76,0,0,0,0,0,0,None,0,5,2010,WD ,Normal,3,6
528174040,1362,207000,120,RL,41.0,6289,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,4,3,4,5,762.0,1,0.0,600.0,1362.0,GasA,Ex,Y,SBrkr,1362,0,0,1,0,2,0,2,1,Gd,6,Typ,1,4,Attchd,2005,2,2,460.0,3,3,Y,192,28,0,0,0,0,0,0,None,0,6,2007,WD ,Normal,5,10
909256010,1465,131000,50,RL,84.0,10164,Pave,0,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1939,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,3,2,4,2,646.0,1,0.0,346.0,992.0,GasA,Fa,Y,SBrkr,992,473,0,0,0,2,0,3,1,TA,6,Typ,2,3,Detchd,1939,1,2,240.0,3,3,Y,0,126,0,0,0,0,0,0,None,0,7,2006,WD ,Normal,5,2
533212060,1236,152000,160,FV,24.0,2544,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,216.0,Gd,TA,PConc,4,3,1,6,376.0,1,0.0,224.0,600.0,GasA,Ex,Y,SBrkr,600,636,0,1,0,2,1,2,1,Gd,4,Typ,0,0,Detchd,2005,2,2,480.0,3,3,Y,0,166,0,0,0,0,0,0,None,0,5,2010,WD ,Normal,6,7
908204180,1152,61500,90,RL,74.0,6882,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,3,1955,1955,Gable,CompShg,AsbShng,Plywood,BrkCmn,128.0,TA,TA,PConc,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,TA,N,SBrkr,1152,0,0,0,0,2,0,2,2,Fa,6,Typ,0,0,NoGarage,0,0,0,0.0,0,0,N,0,0,0,0,0,0,0,0,None,0,9,2007,WD ,Normal,1,4
533223100,1080,147110,160,FV,0.0,2403,Pave,0,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,4,3,1,6,244.0,1,0.0,286.0,530.0,GasA,Ex,Y,SBrkr,530,550,0,0,0,2,1,2,1,Gd,4,Typ,0,0,Attchd,2003,2,2,496.0,3,3,Y,0,50,0,0,0,0,0,0,None,0,6,2010,WD ,Normal,6,7
909176180,1551,137000,50,RL,60.0,10890,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1938,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,2,3,1,2,930.0,1,0.0,128.0,1058.0,GasA,TA,Y,SBrkr,1058,493,0,1,0,2,0,3,1,Fa,6,Typ,0,0,Detchd,1938,1,2,240.0,2,3,Y,0,0,0,0,0,0,0,3,None,0,7,2006,WD ,Normal,5,2
903475040,1382,128500,50,RM,0.0,12358,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,3,3,1,3,360.0,1,0.0,360.0,720.0,GasA,TA,Y,SBrkr,854,0,528,0,0,1,1,2,1,TA,7,Typ,0,0,Detchd,1941,1,2,660.0,3,3,Y,237,0,0,0,0,0,0,0,None,0,5,2007,WD ,Normal,0,5
535426195,1600,207500,20,RL,47.0,16321,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1997,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,3,3,3,4,1277.0,1,0.0,207.0,1484.0,GasA,TA,Y,SBrkr,1600,0,0,1,0,1,0,2,1,TA,6,Typ,2,4,Attchd,1957,2,2,319.0,3,3,Y,288,258,0,0,0,0,0,0,None,0,12,2006,WD ,Normal,1,5
905103040,1683,172500,60,RL,70.0,11184,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,92.0,TA,TA,CBlock,3,3,1,2,226.0,3,500.0,192.0,918.0,GasA,Gd,Y,SBrkr,918,765,0,0,0,2,1,3,1,TA,7,Typ,1,3,Attchd,1978,2,2,440.0,3,3,Y,243,0,0,0,0,0,0,0,None,0,7,2009,WD ,Normal,5,2
528110100,2643,380000,60,RL,105.0,13693,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,772.0,Ex,TA,PConc,4,3,4,1,0.0,1,0.0,2153.0,2153.0,GasA,Ex,Y,SBrkr,2069,574,0,0,0,2,1,3,1,Ex,9,Typ,1,4,BuiltIn,2006,3,2,694.0,3,3,Y,414,84,0,0,0,0,0,0,None,0,3,2007,WD ,Normal,5,10
534431030,1043,137000,20,RL,68.0,9724,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1947,1950,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,3,3,1,1,0.0,1,0.0,938.0,938.0,GasA,Ex,Y,SBrkr,1043,0,0,0,0,1,0,2,1,TA,5,Typ,1,4,Detchd,1947,1,2,273.0,3,3,Y,125,48,0,0,0,0,0,2,None,0,5,2006,WD ,Normal,1,5
905300010,810,130000,85,RL,72.0,10820,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,SFoyer,5,7,1971,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,153.0,TA,TA,PConc,4,3,4,6,535.0,3,159.0,88.0,782.0,GasA,Ex,Y,SBrkr,810,0,0,1,0,1,0,2,1,TA,4,Typ,0,0,Detchd,1971,1,2,576.0,3,3,Y,0,0,0,0,0,0,0,3,None,0,6,2006,WD ,Normal,5,2
914474070,1961,215000,60,RL,71.0,12209,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,5,3,1,5,690.0,1,0.0,114.0,804.0,GasA,Ex,Y,SBrkr,804,1157,0,1,0,2,1,3,1,Gd,7,Typ,1,3,BuiltIn,2001,3,2,560.0,3,3,Y,125,192,0,0,0,0,0,0,None,0,6,2009,WD ,Normal,3,6
534428100,1118,153000,20,RL,0.0,11332,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,3,3,1,4,528.0,1,0.0,590.0,1118.0,GasA,Ex,Y,SBrkr,1118,0,0,1,0,1,0,3,1,Gd,6,Typ,0,0,Attchd,1960,2,2,264.0,3,3,Y,290,0,0,0,0,0,0,3,None,0,8,2008,WD ,Normal,1,5
533350050,1842,385000,20,RL,68.0,50271,Pave,0,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,0.0,Gd,TA,CBlock,5,3,3,6,1810.0,1,0.0,32.0,1842.0,GasA,Gd,Y,SBrkr,1842,0,0,2,0,0,1,0,1,Gd,5,Typ,1,4,Attchd,1981,3,2,894.0,3,3,Y,857,72,0,0,0,0,0,0,None,0,11,2006,WD ,Normal,6,7
908188130,1709,130000,160,RM,24.0,2522,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,6,5,2004,2006,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,4,3,1,1,0.0,1,0.0,970.0,970.0,GasA,Ex,Y,SBrkr,970,739,0,0,0,2,0,3,1,Gd,7,Maj1,0,0,Detchd,2004,1,2,380.0,3,3,Y,0,40,0,0,0,0,0,0,None,0,4,2006,WD ,Normal,1,4
534453150,1252,127000,50,RL,92.0,7438,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1.5Fin,5,8,1908,1991,Gable,CompShg,AsbShng,Plywood,None,0.0,TA,TA,PConc,2,3,1,1,0.0,1,0.0,504.0,504.0,GasA,Gd,Y,SBrkr,936,316,0,0,0,1,0,3,1,TA,5,Typ,0,0,Attchd,1908,1,2,576.0,3,3,Y,104,0,0,0,0,0,0,3,None,0,6,2006,WD ,Normal,0,5
528458120,1959,270000,60,FV,75.0,9000,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,4,3,4,1,0.0,1,0.0,1088.0,1088.0,GasA,Ex,Y,SBrkr,1088,871,0,0,0,2,1,3,1,Gd,8,Typ,1,4,Attchd,2006,2,2,1025.0,3,3,Y,208,46,0,0,0,0,0,0,None,0,12,2007,WD ,Normal,6,7
535179050,1092,141000,20,RL,69.0,14850,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,3,3,1,3,895.0,1,0.0,197.0,1092.0,GasA,TA,Y,FuseA,1092,0,0,1,0,1,0,2,1,TA,6,Typ,1,3,Attchd,1957,3,2,299.0,3,3,Y,268,0,0,0,122,0,0,1,None,0,5,2006,WD ,Normal,1,5
527302185,2064,235000,20,RL,56.0,18559,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1978,1978,Hip,CompShg,Plywood,Plywood,BrkFace,383.0,Gd,Gd,CBlock,4,3,1,6,1206.0,3,186.0,656.0,2048.0,GasA,TA,Y,SBrkr,2064,0,0,1,0,2,0,3,1,Gd,7,Typ,2,2,Attchd,1978,3,2,550.0,3,3,Y,200,0,0,0,0,0,0,0,None,0,8,2008,WD ,Normal,1,6
534128190,2640,256900,60,RL,80.0,10400,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1967,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,256.0,TA,TA,PConc,3,3,1,1,0.0,1,0.0,932.0,932.0,GasA,Gd,Y,SBrkr,1271,1369,0,0,0,2,1,5,1,Gd,8,Typ,1,3,Attchd,1967,2,2,515.0,3,3,Y,0,120,0,0,168,0,0,0,None,0,5,2009,WD ,Normal,1,6
528180110,1866,336860,120,RL,58.0,10110,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,492.0,Ex,TA,PConc,4,3,1,6,372.0,1,0.0,1486.0,1858.0,GasA,Ex,Y,SBrkr,1866,0,0,1,0,2,0,2,1,Ex,7,Typ,1,4,Attchd,2008,3,2,870.0,3,3,Y,0,48,0,0,0,0,0,0,None,0,11,2008,New,Partial,5,10
916176125,2036,375000,20,RL,150.0,215245,Pave,0,IR3,Low,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,4,3,3,5,1236.0,3,820.0,80.0,2136.0,GasW,TA,Y,SBrkr,2036,0,0,2,0,2,0,3,1,TA,8,Typ,2,4,Attchd,1965,2,2,513.0,3,3,Y,0,0,0,0,0,0,0,0,None,0,6,2009,WD ,Normal,3,6
903454090,1375,141000,50,RM,50.0,9000,Pave,0,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,PConc,3,3,1,1,0.0,1,0.0,780.0,780.0,GasA,TA,Y,SBrkr,780,595,0,0,0,1,1,3,1,Gd,6,Typ,1,4,Detchd,1937,1,2,544.0,3,3,P,0,162,0,0,126,0,0,0,None,0,12,2007,WD ,Normal,0,6
535457010,1116,160000,20,RL,87.0,10000,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,261.0,TA,TA,CBlock,3,3,1,1,0.0,1,0.0,1116.0,1116.0,GasA,TA,Y,SBrkr,1116,0,0,0,0,1,1,3,1,TA,5,Typ,0,0,Attchd,1962,1,2,440.0,3,3,Y,0,0,0,0,385,0,0,0,None,0,2,2010,WD ,Normal,1,5
528462040,1428,182000,20,FV,95.0,11639,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,4,3,1,1,0.0,1,0.0,1428.0,1428.0,GasA,Ex,Y,SBrkr,1428,0,0,0,0,2,0,3,1,Gd,6,Typ,0,0,Attchd,2007,3,2,480.0,3,3,Y,0,120,0,0,0,0,0,0,None,0,12,2008,New,Partial,6,7
909428120,2259,217000,20,RL,0.0,21000,Pave,0,Reg,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,184.0,TA,Gd,CBlock,4,3,2,5,35.0,3,869.0,905.0,1809.0,GasA,TA,Y,SBrkr,2259,0,0,1,0,2,0,3,1,Gd,7,Typ,2,4,Basment,1953,1,2,450.0,3,3,Y,166,120,192,0,0,0,0,3,None,0,10,2007,COD,Abnorml,5,2
916460060,1675,195000,20,RL,0.0,7915,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1999,2000,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,5,3,2,6,1223.0,1,0.0,443.0,1666.0,GasA,Ex,Y,SBrkr,1675,0,0,1,0,2,0,3,1,Gd,6,Typ,0,0,Attchd,1999,2,2,435.0,3,3,Y,165,52,0,0,0,0,0,0,None,0,12,2008,WD ,Normal,3,6
528431050,1636,255000,20,RL,116.0,13501,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,208.0,Gd,TA,PConc,4,3,1,6,63.0,1,0.0,1560.0,1623.0,GasA,Ex,Y,SBrkr,1636,0,0,1,0,2,0,3,1,Gd,8,Typ,1,4,Attchd,2006,2,2,865.0,3,3,Y,0,60,0,0,0,0,0,0,None,0,6,2007,WD ,Normal,6,7
527110020,1474,168500,80,RL,0.0,8530,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,4,3,1,1,0.0,1,0.0,384.0,384.0,GasA,Gd,Y,SBrkr,804,670,0,0,0,2,1,3,1,TA,7,Typ,1,3,BuiltIn,1995,3,2,400.0,3,3,Y,120,72,0,0,0,0,0,0,Shed,700,5,2009,WD ,Normal,5,10
535352080,1216,118500,50,RL,80.0,8480,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,5,1947,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,3,3,1,3,442.0,1,0.0,390.0,832.0,GasA,TA,Y,SBrkr,832,384,0,0,0,1,0,2,1,TA,6,Typ,0,0,Detchd,1947,1,2,336.0,3,3,Y,158,0,102,0,0,0,0,0,None,0,10,2008,COD,Abnorml,1,5
527402250,1078,149900,20,RL,0.0,12537,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1971,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,3,3,1,6,734.0,1,0.0,344.0,1078.0,GasA,Ex,Y,SBrkr,1078,0,0,1,0,1,1,3,1,TA,6,Typ,1,2,Attchd,1971,3,2,500.0,3,3,Y,0,0,0,0,0,0,0,0,None,0,4,2010,WD ,Normal,1,5
535451040,988,119000,20,RL,60.0,7200,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,3,3,1,4,534.0,3,96.0,246.0,876.0,GasA,TA,Y,SBrkr,988,0,0,0,0,1,0,3,1,TA,6,Typ,0,0,Attchd,1950,1,2,276.0,3,3,Y,0,80,0,0,0,0,0,0,None,0,5,2007,WD ,Normal,1,5
905452050,672,113000,30,RL,50.0,9340,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,3,3,1,3,344.0,1,0.0,328.0,672.0,GasA,TA,Y,SBrkr,672,0,0,1,0,1,0,2,1,TA,4,Typ,0,0,Attchd,1941,1,2,234.0,3,3,N,0,113,0,0,0,0,0,0,None,0,8,2009,WD ,Normal,1,4
903225090,1664,159000,50,RM,50.0,5000,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,6,7,1947,1950,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,3,3,1,5,399.0,1,0.0,605.0,1004.0,GasA,Ex,Y,SBrkr,1004,660,0,0,0,2,0,3,1,TA,7,Typ,2,4,Detchd,1947,1,2,420.0,3,3,Y,0,24,36,0,0,0,0,0,None,0,10,2006,WD ,Normal,0,5
531363010,1218,159000,20,RL,80.0,9605,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,4,3,1,1,0.0,1,0.0,1218.0,1218.0,GasA,Ex,Y,SBrkr,1218,0,0,0,0,1,1,3,1,Gd,6,Typ,0,0,Detchd,2007,2,2,576.0,3,3,Y,0,178,0,0,0,0,0,0,None,0,4,2009,WD ,Normal,5,2
923205025,1622,168000,190,RL,0.0,32463,Pave,0,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,2fmCon,1Story,4,4,1961,1975,Gable,CompShg,MetalSd,MetalSd,Stone,149.0,TA,Gd,CBlock,3,3,4,4,1159.0,1,0.0,90.0,1249.0,GasA,Ex,Y,SBrkr,1622,0,0,1,0,1,0,3,1,TA,7,Typ,1,3,2Types,1961,3,2,1356.0,3,3,Y,439,0,0,0,0,0,0,0,None,0,3,2007,WD ,Normal,3,6
532377060,900,122000,20,RL,0.0,9819,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,TA,Gd,CBlock,3,3,1,4,450.0,1,0.0,432.0,882.0,GasA,TA,Y,SBrkr,900,0,0,0,0,1,0,3,1,TA,5,Typ,0,0,Detchd,1967,1,2,280.0,3,3,Y,0,0,0,0,0,0,0,3,None,0,2,2010,WD ,Normal,5,2
902109160,1740,122250,50,RM,81.0,7308,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,5,1920,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,Fa,Fa,BrkTil,3,3,1,3,360.0,1,0.0,576.0,936.0,GasA,Gd,N,FuseA,960,780,0,0,0,1,0,2,1,Ex,6,Typ,1,4,Detchd,1920,1,2,225.0,2,2,N,0,0,236,0,0,0,0,0,None,0,6,2008,WD ,Normal,0,5
902128075,1027,120000,30,RM,60.0,5400,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,7,6,1920,2006,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,TA,CBlock,3,3,1,1,0.0,1,0.0,931.0,931.0,GasA,TA,Y,SBrkr,1027,0,0,0,1,1,0,2,1,Gd,5,Typ,1,3,NoGarage,0,0,0,0.0,0,0,N,0,28,0,0,0,0,0,0,None,0,2,2008,WD ,Normal,0,5
528178070,2649,421250,60,RL,130.0,16900,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,1110.0,Gd,TA,PConc,5,3,2,6,1075.0,1,0.0,404.0,1479.0,GasA,Ex,Y,SBrkr,1515,1134,0,1,0,2,1,4,1,Gd,10,Typ,1,3,Attchd,2001,3,2,746.0,3,3,Y,0,60,0,0,0,0,0,0,None,0,1,2008,WD ,Normal,5,10
