Prop_Addr,LandSlope,OverallQual,OverallCond,ExterQual,BsmtQual,BsmtCond,BsmtExposure,HeatingQC,BsmtFullBath,BsmtHalfBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,FireplaceQu,GarageQual,PavedDrive,Fence,GrLivArea,LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,X2ndFlrSF,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,MoSold,MSSubClass_30,MSSubClass_120,MSSubClass_160,MSSubClass_190,MSZoning_FV,LandContour_Bnk,LandContour_HLS,LotConfig_CulDSac,LotConfig_FR2,Neighborhood_BrkSide,Neighborhood_Crawfor,Neighborhood_Gilbert,Neighborhood_Mitchel,Neighborhood_NPkVill,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_StoneBr,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition2_PosN,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,RoofStyle_Hip,Exterior1st_BrkFace,Exterior1st_HdBoard,Exterior1st_Wd.Sdng,Exterior2nd_HdBoard,Exterior2nd_Plywood,MasVnrType_BrkFace,Foundation_PConc,CentralAir_N,SaleCondition_Abnorml,SaleCondition_Family,SaleCondition_Partial,crime_rate,school_quality,HouseAge,LastRemod,nb_appreciation,nb_income
3822 HYDE AVE,3,7,6,2,3,3,1,5,0,0,1,3,1,3,8,3,3,3,0,1430,64,7848,0,0,0,384,384,656,410,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,10,10,10,6,5
3816 HYDE AVE,3,7,5,2,4,3,1,5,0,0,1,3,1,3,8,3,3,3,0,1651,77,8390,0,0,0,831,831,778,450,0,103,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,10,9,9,6,5
3808 HYDE AVE,3,7,5,3,4,3,1,5,0,0,1,4,1,4,8,3,3,3,0,2291,66,8738,302,0,0,975,975,1286,429,192,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,10,7,7,6,5
3218 BAYBERRY RD,3,8,5,3,4,3,1,5,1,0,1,3,1,4,8,3,3,3,0,2392,82,9452,423,1074,0,322,1396,985,870,0,70,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,7,9,8,9,5
3142 BAYBERRY RD,3,8,5,3,4,3,1,5,0,0,1,3,1,4,8,3,3,3,0,2199,84,9660,1290,0,0,1173,1173,1017,516,0,131,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,6,7,11,11,9,5
3136 BAYBERRY RD,3,8,5,3,4,3,1,5,1,0,1,3,1,4,8,5,3,3,0,1976,84,9660,242,791,0,253,1044,897,885,210,31,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,7,8,8,9,5
3130 BAYBERRY RD,3,8,5,3,4,3,2,5,1,0,1,3,1,4,8,3,3,3,0,2234,83,9545,322,505,0,655,1160,1029,768,0,50,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,7,6,6,9,5
3122 BAYBERRY RD,3,8,5,3,4,3,2,5,1,0,1,3,1,4,8,4,3,3,0,2365,82,9430,673,1163,0,89,1252,1097,856,0,128,0,0,180,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,7,10,10,9,5
3110 BAYBERRY RD,3,8,5,3,4,3,1,4,1,0,1,4,1,4,8,3,3,3,0,2630,80,9200,473,986,0,484,1470,1160,696,0,66,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,7,10,10,9,5
3327 GOLDENROD CIR,3,10,5,3,5,3,3,5,1,0,1,4,1,4,8,3,3,3,0,3627,118,35760,1378,1387,0,543,1930,1796,807,361,76,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,6,7,11,10,9,5
3318 RIDGETOP RD,3,8,5,3,4,3,1,5,1,0,1,4,1,5,8,3,3,3,0,2794,174,15138,506,689,0,773,1462,1304,810,0,146,202,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,7,14,13,9,5
3240 EVERGREEN RD,3,8,5,3,4,3,4,5,1,0,1,4,1,4,8,3,3,3,0,2551,100,12191,515,1181,0,598,1779,772,925,76,61,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,6,7,10,9,9,5
3127 ALMOND RD,3,8,5,3,4,3,4,5,1,0,1,4,1,4,8,3,3,3,0,2198,84,14260,350,655,0,490,1145,1053,836,192,84,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,7,8,8,9,5
3109 ALMOND RD,3,8,5,3,4,3,1,5,0,0,1,4,1,4,8,3,3,3,0,2285,0,11000,72,0,0,969,969,1288,648,0,56,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,7,7,7,9,5
3013 ALMOND RD,3,9,5,3,5,3,2,5,0,0,1,4,1,5,8,3,3,3,0,2172,0,11000,295,0,0,1519,1519,639,687,162,153,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,6,7,8,8,9,5
3124 ALMOND RD,3,9,5,3,5,3,4,5,1,0,1,4,1,5,8,3,3,3,0,2855,0,9233,877,1182,0,358,1540,1315,774,247,55,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,7,6,6,9,5
3022 ALMOND RD,3,10,5,4,5,3,3,5,1,0,1,2,1,5,8,4,3,3,0,2633,0,11400,705,1282,0,1351,2633,0,804,314,140,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,6,7,6,5,9,5
3016 ALMOND RD,3,8,5,3,4,3,2,5,1,0,1,4,1,4,8,3,3,3,0,2687,106,12720,150,1173,0,282,1455,1221,810,252,30,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,7,9,9,9,5
3403 HONEYSUCKLE RD,3,9,5,3,4,3,1,5,0,0,1,4,1,4,8,3,3,3,0,2599,108,14774,165,0,0,1393,1393,1177,779,668,30,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,7,11,11,9,5
3031 BAYBERRY RD,3,9,5,3,5,3,3,5,1,0,1,4,1,4,8,3,3,3,0,3078,89,10557,422,672,0,736,1408,1407,806,108,87,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,7,9,9,9,5
3040 BAYBERRY RD,3,8,5,3,4,3,1,5,1,0,1,4,1,4,8,3,3,3,0,2582,74,11002,0,1048,0,341,1389,1171,758,286,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,7,9,8,9,5
3028 BAYBERRY RD,3,8,5,3,4,3,2,5,1,0,1,3,1,4,8,3,3,3,0,2450,0,16545,731,781,0,503,1284,1140,1069,0,126,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,7,11,11,9,5
3211 MAGNOLIA CIR,3,8,5,3,4,3,4,5,1,0,1,3,1,4,8,3,3,3,0,1924,78,12011,530,956,0,130,1086,838,592,208,75,0,0,374,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,7,8,8,9,5
3205 MAGNOLIA CIR,3,8,5,3,5,3,1,5,0,0,1,4,1,4,8,3,3,3,0,2475,60,17433,114,0,0,1629,1629,830,962,23,172,0,0,256,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,6,7,12,12,9,5
3220 MAGNOLIA CIR,3,8,5,3,4,3,1,5,1,0,1,4,1,4,8,3,3,3,0,2612,98,12203,975,854,0,371,1225,1336,676,250,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,6,7,11,10,9,5
3115 VALLEY VIEW RD,3,8,5,3,4,3,4,5,1,0,0,2,1,4,8,3,3,3,0,2006,136,11675,495,1660,0,322,1982,0,938,144,33,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,7,10,10,9,5
2910 BAYBERRY RD,3,7,5,3,4,3,1,5,0,0,1,4,1,4,8,3,3,3,0,2385,83,10790,275,0,0,1066,1066,1277,600,120,38,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,7,9,9,9,5
3115 BALSAM CIR,3,10,6,4,5,3,3,5,0,1,1,4,1,5,8,5,3,3,0,4316,104,21535,1170,1455,0,989,2444,1872,832,382,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,6,7,13,12,9,5
3215 TUPELO CIR,3,7,5,3,4,3,1,5,0,0,1,3,1,4,8,3,3,3,0,2344,79,10208,921,0,0,1264,1264,1067,889,220,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,7,13,12,9,5
3211 TUPELO CIR,3,7,5,3,4,3,4,5,1,0,1,3,1,3,8,3,3,3,0,2013,92,9920,0,862,0,255,1117,886,455,180,130,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,7,11,10,9,5
3210 TUPELO CIR,3,7,5,3,5,3,1,5,1,0,1,4,1,4,8,3,3,3,0,2125,97,10990,0,851,0,213,1064,1061,576,168,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,7,12,11,9,5
3216 TUPELO CIR,3,7,5,3,4,3,1,5,1,0,1,3,1,4,8,3,3,3,0,2398,95,11787,594,719,0,660,1379,1015,834,239,60,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,7,11,10,9,5
3127 ASPEN RD,3,7,5,3,4,3,1,5,1,0,0,3,1,4,8,3,3,3,0,1720,59,10593,338,919,0,801,1720,0,527,240,56,154,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,6,7,14,14,9,5
3115 ASPEN RD,3,8,5,3,4,3,1,5,0,0,1,4,1,4,8,5,3,3,0,2726,83,10019,397,527,0,815,1342,1368,725,307,169,168,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,6,7,11,11,9,5
2911 RIDGETOP RD,3,9,5,3,5,3,3,5,1,0,1,4,1,5,8,3,3,3,0,3500,114,17242,738,292,1393,48,1733,1567,959,870,86,0,0,210,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,6,7,13,12,9,5
3226 SUMAC CIR,3,8,7,3,4,3,4,5,0,0,1,4,1,4,8,3,3,3,0,2501,0,11929,466,0,0,1242,1242,1250,751,192,87,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,7,13,13,9,5
3212 SUMAC CIR,3,8,5,3,4,3,4,5,1,0,0,3,1,4,8,4,3,3,0,2063,0,10750,634,236,1526,262,2024,0,815,182,56,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,6,7,15,14,9,5
3202 ASPEN RD,3,8,5,3,4,3,3,5,1,0,1,4,1,4,8,3,3,3,4,2494,0,10236,501,380,168,742,1290,1189,803,200,95,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,7,12,11,9,5
3118 ASPEN RD,3,8,6,3,4,3,3,5,1,0,1,2,1,4,8,3,3,3,0,2113,91,10437,660,1696,0,413,2109,0,839,236,46,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,6,7,13,13,9,5
3102 ASPEN RD,3,8,5,3,5,3,4,5,1,0,1,3,1,4,8,3,3,3,0,2622,98,12256,362,1032,0,431,1463,1122,712,186,32,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,6,7,16,15,9,5
3026 EVERGREEN CIR,3,8,5,3,4,3,4,5,0,0,1,4,1,4,8,3,3,3,0,2531,65,12257,513,56,64,1198,1318,1203,752,222,98,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,7,12,12,9,5
2900 RIDGETOP RD,3,7,5,3,4,3,3,5,1,0,1,3,1,4,8,3,3,3,0,2418,96,10542,651,1173,0,138,1311,1093,983,250,154,216,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,6,7,15,14,9,5
3145 SYCAMORE RD,2,7,5,3,4,3,3,5,1,0,1,4,1,4,8,3,3,3,0,2646,90,9900,256,987,0,360,1347,1274,656,340,60,144,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,6,7,16,16,9,5
3139 SYCAMORE RD,3,7,5,3,4,3,4,5,1,0,1,4,1,4,8,4,3,3,0,2197,91,10010,320,228,852,0,1080,1089,783,385,99,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,6,7,15,14,9,5
3133 SYCAMORE RD,3,8,5,3,4,3,1,5,1,0,1,4,1,4,8,3,3,3,0,2526,92,10120,391,740,0,425,1165,1323,844,309,78,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,6,7,12,12,9,5
3126 SYCAMORE RD,3,8,5,3,4,3,1,5,1,0,1,3,1,4,8,3,3,3,0,2799,0,12585,420,247,1039,0,1286,1234,704,432,136,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,6,7,13,13,9,5
3120 SYCAMORE RD,3,8,5,3,4,3,1,5,1,0,0,4,1,4,8,4,3,3,0,3228,0,12692,0,1231,0,1969,3200,0,546,264,75,291,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,6,7,15,14,9,5
3108 SYCAMORE RD,3,8,5,3,5,3,1,5,1,0,1,4,1,4,8,3,3,3,0,2202,88,11762,309,335,0,770,1105,1097,517,0,65,0,0,144,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,7,15,14,9,5
3140 EVERGREEN RD,3,8,5,3,4,3,1,5,0,0,1,4,1,4,8,3,3,3,0,2538,82,9044,526,1225,0,100,1325,1203,933,198,92,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,7,11,10,9,5
2913 ARROWWOOD CIR,3,8,7,3,4,3,1,5,0,0,1,4,1,4,8,4,3,3,0,2270,92,11764,348,524,0,628,1152,1106,671,132,57,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,7,11,3,9,5
2907 ARROWWOOD CIR,3,7,5,3,4,3,1,4,0,0,1,4,1,3,8,0,3,3,0,1839,58,16770,30,0,0,1195,1195,644,486,0,81,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,7,12,12,9,5
3014 ASPEN RD,3,7,5,3,4,3,1,5,1,0,1,3,1,4,8,3,3,3,0,2061,79,9085,286,816,0,254,1070,967,647,296,102,209,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,7,14,13,9,5
3001 HEMLOCK CIR,3,8,5,3,4,3,4,5,1,0,1,4,1,4,8,5,3,3,0,3238,56,14720,579,816,0,1217,2033,1185,666,283,86,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,6,7,15,14,9,5
3001 VALLEY VIEW RD,3,8,5,3,4,3,1,5,1,0,1,3,1,4,8,3,3,3,0,2232,0,11692,372,624,0,549,1173,1017,623,173,165,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,6,7,16,15,9,5
3015 VALLEY VIEW RD,3,7,5,3,4,3,1,5,1,0,1,3,1,4,8,3,3,3,0,2127,81,10944,448,1000,0,223,1223,904,525,171,132,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,7,14,14,9,5
2948 CYPRESS CIR,3,8,5,3,4,3,3,5,1,0,0,2,1,4,8,3,3,3,0,1987,91,14303,554,1314,0,672,1986,0,691,262,36,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,6,7,14,14,9,5
2901 CYPRESS CIR,3,8,7,3,4,4,1,5,1,0,1,4,1,4,8,3,3,3,0,2448,52,46589,528,1361,180,88,1629,762,711,517,76,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,6,7,15,4,9,5
3038 REDBUD CIR,3,7,6,3,4,3,1,5,0,0,1,3,1,4,8,4,3,3,0,1850,0,29959,0,595,0,378,973,871,467,168,98,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,6,7,15,15,9,5
3205 CULLEN DR,3,8,5,3,4,3,1,5,0,0,0,3,1,4,8,0,3,3,0,1580,92,11932,186,0,0,1580,1580,0,830,0,24,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,7,1,0,9,5
3211 CULLEN DR,3,8,5,3,4,3,1,5,0,0,0,3,1,4,8,4,3,3,0,1468,74,9612,72,0,0,1468,1468,0,898,210,150,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,7,1,0,9,5
3223 CULLEN DR,3,7,6,3,4,3,1,5,0,0,0,3,1,4,8,0,3,3,0,1369,75,9910,0,0,0,1369,1369,0,605,0,203,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,7,0,0,9,5
3317 CULLEN DR,3,6,5,3,4,3,2,5,0,0,1,4,1,4,8,4,3,3,0,1933,86,14598,74,0,0,894,894,1039,668,100,18,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,7,1,1,9,5
3306 KENT AVE,3,8,5,3,4,3,1,5,0,0,0,3,1,4,8,4,3,3,0,1574,75,11957,53,24,0,1550,1574,0,824,144,104,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,7,2,2,9,5
3220 KENT AVE,3,7,5,3,5,3,1,4,1,0,0,3,1,4,8,4,3,3,0,1578,74,13253,128,1096,0,482,1578,0,642,0,26,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,7,2,2,9,5
3305 KENT AVE,3,8,5,3,4,3,2,5,0,0,0,3,1,4,8,0,3,3,0,1696,86,11194,240,0,0,1696,1696,0,972,120,56,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,7,1,1,9,5
3217 KENT AVE,3,10,5,4,5,3,4,5,1,0,0,1,1,5,8,4,3,3,0,1966,98,12291,754,1572,0,394,1966,0,1092,76,52,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,6,7,0,0,9,5
2507 DALTON ST,3,8,5,3,4,3,1,5,1,0,0,3,1,4,8,4,3,3,0,1636,116,13501,208,63,0,1560,1623,0,865,0,60,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,7,1,1,9,5
2515 DALTON ST,3,8,5,2,4,3,1,5,0,0,0,3,1,4,8,4,3,3,0,1563,78,10206,468,33,0,1530,1563,0,758,144,99,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,7,1,1,9,5
2523 DALTON ST,3,8,5,3,4,3,1,5,0,0,1,3,1,4,8,4,3,3,0,1658,78,10206,294,0,0,1614,1614,0,726,144,44,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,7,1,1,9,5
3306 CULLEN DR,3,8,5,3,4,3,4,5,0,0,0,3,1,4,8,4,3,3,0,1861,73,9801,156,0,0,1341,1341,520,851,144,60,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,7,1,1,9,5
2616 DALTON ST,3,8,5,3,4,3,4,5,1,0,1,3,1,4,8,4,3,3,0,1874,80,9428,310,729,0,226,955,919,880,168,108,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,6,7,1,0,9,5
2604 DALTON ST,3,7,5,4,5,3,1,5,1,0,0,3,1,5,8,4,3,3,0,1726,79,9416,205,1126,0,600,1726,0,786,171,138,0,0,266,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,6,7,0,0,9,5
2528 DALTON ST,3,8,5,3,4,3,4,5,1,0,0,3,1,4,8,4,3,3,0,1702,85,10130,260,1294,0,408,1702,0,844,0,69,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,7,2,2,9,5
2514 DALTON ST,3,8,5,3,4,4,4,5,0,0,0,3,1,4,8,4,3,3,0,1588,85,10000,410,0,0,1588,1588,0,825,144,45,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,7,1,1,9,5
